FIPS,County,City,Year,Estimate,Primary Point
1965505,Carroll,Ralston (pt.),July 01 2022,75,POINT (-94.6293007 42.0417738)
1938820,Sioux,Ireton,April 01 2010,609,POINT (-96.3217494 42.974898)
1910090,O'Brien,Calumet,July 01 2021,144,POINT (-95.5515151 42.9449608)
1921900,Lyon,Doon,July 01 2023,635,POINT (-96.2317488 43.2787854)
1966585,Mitchell,Riceville (pt.),July 01 2016,483,POINT (-92.5541081 43.362157)
1923475,Sac,Early,July 01 2017,521,POINT (-95.1523842 42.4614169)
1976260,Fayette,Sumner (pt.),July 01 2022,11,POINT (-92.0974233 42.8494642)
1956415,Hardin,New Providence,July 01 2023,232,POINT (-93.1718387 42.2811866)
1921000,Polk,Des Moines (pt.),July 01 2015,215152,POINT (-93.6104316 41.5725032)
1941115,Benton,Keystone,July 01 2018,606,POINT (-92.198287 41.9997178)
1932745,Butler,Greene (pt.),July 01 2013,1122,POINT (-92.8043393 42.8969089)
1945435,Wayne,Lineville,July 01 2012,215,POINT (-93.5231892 40.5869857)
1929280,Muscatine,Fruitland,July 01 2013,986,POINT (-91.1287744 41.347424)
1999990,Boone,Balance of Boone County,July 01 2024,8458,
1908290,Carroll,Breda,July 01 2019,476,POINT (-94.9750461 42.183967)
1958530,Osceola,Ocheyedan,July 01 2019,459,POINT (-95.5365264 43.4181152)
1979770,Johnson,University Heights,July 01 2015,1081,POINT (-91.5588548 41.6550607)
1941790,Calhoun,Knierim,July 01 2012,58,POINT (-94.4559372 42.4561397)
1984630,Crawford,Westside,July 01 2011,301,POINT (-95.1013476 42.075749)
1964470,Jasper,Prairie City,July 01 2014,1686,POINT (-93.2391586 41.5952729)
1983190,Decatur,Weldon,July 01 2023,136,POINT (-93.7355473 40.8972891)
1979140,Madison,Truro,July 01 2019,491,POINT (-93.8466721 41.2097694)
1940215,Hamilton,Kamrar,July 01 2011,197,POINT (-93.7279798 42.3896833)
1976755,Kossuth,Swea City,July 01 2012,534,POINT (-94.3109198 43.3832998)
1926850,Clayton,Farmersburg,July 01 2022,267,POINT (-91.3670694 42.9588667)
1917895,Palo Alto,Curlew,July 01 2017,56,POINT (-94.7377341 42.9795272)
1959745,Mitchell,Osage,July 01 2022,3559,POINT (-92.8114161 43.2826461)
1903340,Crawford,Aspinwall,July 01 2013,40,POINT (-95.1349612 41.9105489)
1908695,Poweshiek,Brooklyn,July 01 2024,1474,POINT (-92.4452965 41.731528)
1913980,Ringgold,Clearfield (pt.),July 01 2016,6,POINT (-94.4825546 40.8025441)
1987375,Calhoun,Yetter,July 01 2015,33,POINT (-94.8431642 42.3161325)
1999990,Des Moines,Balance of Des Moines County,July 01 2011,8843,
1934005,Pottawattamie,Hancock,July 01 2017,196,POINT (-95.3636607 41.3921947)
1909550,Des Moines,Burlington,July 01 2023,23659,POINT (-91.1248966 40.8071958)
1999990,Winnebago,Balance of Winnebago County,July 01 2012,2896,
1914520,Dallas,Clive (pt.),July 01 2012,5249,POINT (-93.7972549 41.6144592)
1967125,Calhoun,Rinard,July 01 2022,38,POINT (-94.4849296 42.3396126)
1941565,Wapello,Kirkville,July 01 2024,159,POINT (-92.503587 41.1422489)
1925860,Emmet,Estherville,July 01 2014,6028,POINT (-94.8343632 43.3998352)
1951375,Plymouth,Merrill,April 01 2020,717,POINT (-96.2524909 42.7205507)
1921270,Ringgold,Diagonal,July 01 2023,336,POINT (-94.3421119 40.8104671)
1973605,Woodbury,Sloan,April 01 2010,973,POINT (-96.2257127 42.2324178)
1911080,Carroll,Carroll,July 01 2017,9880,POINT (-94.8646894 42.0697353)
1905680,Wright,Belmond,July 01 2022,2416,POINT (-93.6084501 42.8465738)
1952050,Jackson,Miles,July 01 2017,438,POINT (-90.3150838 42.048783)
1999990,Boone,Balance of Boone County,July 01 2016,8142,
1999990,Ida,Balance of Ida County,July 01 2013,2190,
1953310,Clayton,Monona,July 01 2018,1477,POINT (-91.3912037 43.0512734)
1963840,Pocahontas,Plover,July 01 2019,69,POINT (-94.6222266 42.876712)
1922755,Webster,Duncombe,July 01 2014,400,POINT (-93.9962117 42.4694866)
1949935,Keokuk,Martinsburg,July 01 2018,110,POINT (-92.2519181 41.1786664)
1901180,Polk,Alleman,July 01 2011,440,POINT (-93.6094604 41.8158459)
1956910,Floyd,Nora Springs (pt.),July 01 2013,1405,POINT (-93.0094807 43.1445424)
1933150,Cass,Griswold,July 01 2014,982,POINT (-95.1392779 41.2342966)
1906355,Scott,Bettendorf,July 01 2016,35742,POINT (-90.4764586 41.56564)
1999990,Worth,Balance of Worth County,July 01 2019,2858,
1933150,Cass,Griswold,July 01 2015,983,POINT (-95.1392779 41.2342966)
1999990,Chickasaw,Balance of Chickasaw County,July 01 2024,4801,
1959115,Monona,Onawa,July 01 2018,2787,POINT (-96.0905046 42.0267577)
1907030,Davis,Bloomfield,July 01 2011,2630,POINT (-92.4173637 40.7487671)
1933420,Guthrie,Guthrie Center,July 01 2021,1573,POINT (-94.4989474 41.6781243)
1943140,Carroll,Lanesboro,July 01 2017,112,POINT (-94.6921692 42.1826597)
1941655,Hancock,Klemme,July 01 2013,495,POINT (-93.6013217 43.0097729)
1905680,Wright,Belmond,July 01 2019,2263,POINT (-93.6084501 42.8465738)
1916050,Carroll,Coon Rapids (pt.),July 01 2012,1292,POINT (-94.6784541 41.8747687)
1984180,Fayette,Westgate,July 01 2024,190,POINT (-91.9955964 42.7682394)
1971040,Winnebago,Scarville,April 01 2020,74,POINT (-93.6165718 43.4709669)
1921720,Scott,Donahue,July 01 2022,334,POINT (-90.6746301 41.6915346)
1903160,Dubuque,Asbury,July 01 2024,6051,POINT (-90.7797272 42.5118375)
1914025,Cerro Gordo,Clear Lake,July 01 2023,7591,POINT (-93.3739922 43.1346536)
1907345,Van Buren,Bonaparte,July 01 2021,361,POINT (-91.8005215 40.7011739)
1961860,Madison,Patterson,July 01 2017,162,POINT (-93.8771716 41.3484882)
1978600,Clinton,Toronto,July 01 2019,117,POINT (-90.8627574 41.9028894)
1942015,Marion,Knoxville,July 01 2016,7200,POINT (-93.1023566 41.3188166)
1986070,Cedar,Wilton (pt.),July 01 2022,3,POINT (-91.0269994 41.5898612)
1999990,Davis,Balance of Davis County,July 01 2013,5553,
1909145,Crawford,Buck Grove,July 01 2017,42,POINT (-95.3951051 41.9178251)
1919405,Winneshiek,Decorah,July 01 2016,7748,POINT (-91.7850015 43.3018112)
1999990,Pottawattamie,Balance of Pottawattamie County,July 01 2023,17570,
1922800,Delaware,Dundee,July 01 2015,169,POINT (-91.5461458 42.5798507)
1999990,Shelby,Balance of Shelby County,July 01 2018,3904,
1973335,Woodbury,Sioux City (pt.),July 01 2024,86873,POINT (-96.3901359 42.4958196)
1953265,Jackson,Monmouth,July 01 2022,127,POINT (-90.8821601 42.0751031)
1948990,Calhoun,Manson,July 01 2013,1637,POINT (-94.5401543 42.5283851)
1930900,Marshall,Gilman,July 01 2016,500,POINT (-92.7881403 41.878809)
1987060,Dubuque,Worthington,July 01 2012,403,POINT (-91.1207613 42.398071)
1912000,Linn,Cedar Rapids,July 01 2012,128306,POINT (-91.6781641 41.966733)
1976665,Marion,Swan,July 01 2014,72,POINT (-93.3095681 41.4674984)
1907930,Page,Braddyville,July 01 2017,154,POINT (-95.0311862 40.5806312)
1979815,Mahaska,University Park,July 01 2021,482,POINT (-92.6149705 41.2855651)
1971310,Greene,Scranton,April 01 2010,557,POINT (-94.5490547 42.0190882)
1915645,Muscatine,Conesville,July 01 2024,350,POINT (-91.3485847 41.3796772)
1957135,Clayton,North Buena Vista,April 01 2010,121,POINT (-90.9585058 42.677621)
1980490,Decatur,Van Wert,July 01 2011,218,POINT (-93.7918044 40.8710641)
1969960,Jackson,St. Donatus,July 01 2017,129,POINT (-90.5420029 42.3622991)
1932025,Clinton,Grand Mound,July 01 2013,631,POINT (-90.6501579 41.8232709)
1999990,Pottawattamie,Balance of Pottawattamie County,July 01 2021,17590,
1971355,Poweshiek,Searsboro,July 01 2015,143,POINT (-92.7042765 41.5792084)
1943500,Cherokee,Larrabee,July 01 2013,138,POINT (-95.5447369 42.8615008)
1973920,Calhoun,Somers,April 01 2010,113,POINT (-94.4309564 42.3787135)
1913755,Butler,Clarksville,July 01 2022,1245,POINT (-92.6680076 42.7799869)
1949890,Warren,Martensdale,July 01 2021,417,POINT (-93.738629 41.3737757)
1910765,Polk,Carlisle (pt.),July 01 2023,70,POINT (-93.4877345 41.511846)
1902080,Clinton,Andover,July 01 2021,108,POINT (-90.2529846 41.9799233)
1921000,Warren,Des Moines (pt.),April 01 2020,212,POINT (-93.6104316 41.5725032)
1913125,Howard,Chester,July 01 2017,121,POINT (-92.3639508 43.4918437)
1950970,Monroe,Melrose,July 01 2014,111,POINT (-93.0508038 40.9790245)
1960915,Jefferson,Packwood,July 01 2018,222,POINT (-92.0824761 41.1327254)
1936840,Ida,Holstein,April 01 2010,1396,POINT (-95.5428563 42.4869415)
1972435,Butler,Shell Rock,July 01 2011,1315,POINT (-92.5818767 42.7122338)
1921045,Dallas,De Soto,July 01 2022,937,POINT (-94.009715 41.5363839)
1950520,Story,Maxwell,April 01 2010,920,POINT (-93.3959877 41.8913844)
1937470,Black Hawk,Hudson,July 01 2019,2468,POINT (-92.4519085 42.4320012)
1983910,Madison,West Des Moines (pt.),July 01 2015,1,POINT (-93.7802969 41.5527354)
1970050,Fayette,St. Lucas,July 01 2019,136,POINT (-91.9341797 43.0666937)
1928290,Adair,Fontanelle,July 01 2024,684,POINT (-94.5600489 41.2900061)
1919765,Crawford,Deloit,July 01 2023,242,POINT (-95.3174643 42.0971421)
1957225,Iowa,North English (pt.),July 01 2015,1014,POINT (-92.0776314 41.5164005)
1922215,Crawford,Dow City,July 01 2022,473,POINT (-95.4943457 41.9279982)
1935715,Mills,Henderson,July 01 2013,183,POINT (-95.4309742 41.1399871)
1939135,Winneshiek,Jackson Junction,April 01 2010,58,POINT (-92.0462156 43.1013241)
1946425,Scott,Long Grove,July 01 2024,849,POINT (-90.5802816 41.692241)
1955695,Story,Nevada,July 01 2023,7009,POINT (-93.463738 42.0185408)
1907345,Van Buren,Bonaparte,July 01 2018,404,POINT (-91.8005215 40.7011739)
1930540,Keokuk,Gibson,July 01 2011,60,POINT (-92.3920455 41.480236)
1968925,Clay,Rossie,April 01 2020,49,POINT (-95.1886124 43.0136605)
1999990,Floyd,Balance of Floyd County,July 01 2012,5225,
1972345,Polk,Sheldahl (pt.),July 01 2013,138,POINT (-93.6967164 41.8642901)
1948585,Palo Alto,Mallard,July 01 2013,267,POINT (-94.6831596 42.9393896)
1983595,Cedar,West Branch (pt.),July 01 2018,2325,POINT (-91.3406612 41.6627654)
1950700,Cedar,Mechanicsville,July 01 2023,988,POINT (-91.2532455 41.905572)
1938460,Chickasaw,Ionia,July 01 2018,275,POINT (-92.4584186 43.0360537)
1912855,Clinton,Charlotte,July 01 2024,386,POINT (-90.4682057 41.9621301)
1946515,Union,Lorimor,July 01 2011,361,POINT (-94.0570493 41.1266756)
1945615,Linn,Lisbon,July 01 2017,2239,POINT (-91.3916619 41.9205324)
1960555,Hardin,Owasa,July 01 2021,31,POINT (-93.2049961 42.4316875)
1986610,Cass,Wiota,July 01 2016,109,POINT (-94.8874747 41.4010236)
1970185,Lee,St. Paul,April 01 2010,129,POINT (-91.5164339 40.7678281)
1944220,Marshall,Le Grand (pt.),July 01 2018,929,POINT (-92.7749753 42.0066925)
1909685,Kossuth,Burt,July 01 2022,407,POINT (-94.2210539 43.1989094)
1999990,Webster,Balance of Webster County,July 01 2017,7347,
1956325,Henry,New London,July 01 2024,3890,POINT (-91.4011156 40.9231717)
1985260,Kossuth,Whittemore,July 01 2014,493,POINT (-94.4250537 43.0633908)
1975000,Montgomery,Stanton,July 01 2016,632,POINT (-95.1029513 40.9810147)
1907030,Davis,Bloomfield,July 01 2014,2607,POINT (-92.4173637 40.7487671)
1904870,Ida,Battle Creek,July 01 2024,683,POINT (-95.6002651 42.3168556)
1917940,Woodbury,Cushing,July 01 2015,218,POINT (-95.675703 42.464969)
1950880,Marshall,Melbourne,July 01 2023,773,POINT (-93.1026156 41.9415478)
1933465,Clayton,Guttenberg,July 01 2015,1858,POINT (-91.1059046 42.7887133)
1981120,Tama,Vining,July 01 2017,48,POINT (-92.3875202 41.990983)
1964425,Linn,Prairieburg,July 01 2019,188,POINT (-91.4258359 42.2377349)
1975630,Buena Vista,Storm Lake,July 01 2021,11335,POINT (-95.1970008 42.6431467)
1934545,Keokuk,Harper,July 01 2015,109,POINT (-92.0509513 41.3636709)
1930045,Tama,Garwin,July 01 2016,508,POINT (-92.6790893 42.0934589)
1932025,Clinton,Grand Mound,July 01 2011,641,POINT (-90.6501579 41.8232709)
1976035,Jasper,Sully,July 01 2015,820,POINT (-92.8468343 41.5780013)
1953985,Monroe,Moravia (pt.),April 01 2010,2,POINT (-92.8191273 40.8918338)
1919855,Keokuk,Delta,July 01 2023,259,POINT (-92.3304211 41.3225876)
1974415,Dickinson,Spirit Lake,April 01 2020,5439,POINT (-95.1108029 43.4177008)
1943725,Pocahontas,Laurens,July 01 2016,1159,POINT (-94.8482953 42.8477467)
1913395,Appanoose,Cincinnati,July 01 2023,283,POINT (-92.9222293 40.6309489)
1902125,Jackson,Andrew,July 01 2021,378,POINT (-90.5919309 42.153216)
1916590,Hancock,Corwith,July 01 2011,308,POINT (-93.9580791 42.9890004)
1913755,Butler,Clarksville,July 01 2017,1361,POINT (-92.6680076 42.7799869)
1976485,O'Brien,Sutherland,April 01 2010,649,POINT (-95.4950352 42.9728304)
1968475,Story,Roland,July 01 2015,1301,POINT (-93.5028373 42.1660381)
1904780,Chickasaw,Bassett,July 01 2014,66,POINT (-92.5157252 43.0620062)
1975945,Plymouth,Struble,July 01 2012,77,POINT (-96.1945847 42.8944666)
1968700,Mahaska,Rose Hill,July 01 2013,166,POINT (-92.4636988 41.3203615)
1981705,Scott,Walcott (pt.),July 01 2018,1637,POINT (-90.771914 41.5865454)
1911170,Pottawattamie,Carson,April 01 2020,766,POINT (-95.418543 41.2359227)
1924600,Scott,Eldridge,April 01 2020,6726,POINT (-90.5805427 41.6393994)
1933195,Grundy,Grundy Center,July 01 2019,2670,POINT (-92.7743996 42.3637582)
1903340,Crawford,Aspinwall,July 01 2016,39,POINT (-95.1349612 41.9105489)
1919720,Clinton,Delmar,July 01 2018,487,POINT (-90.6079678 41.9988013)
1935220,Marshall,Haverhill,July 01 2011,175,POINT (-92.9607403 41.9441206)
1934005,Pottawattamie,Hancock,July 01 2019,196,POINT (-95.3636607 41.3921947)
1917850,Warren,Cumming,July 01 2012,374,POINT (-93.759951 41.4875287)
1974910,Hamilton,Stanhope,July 01 2023,355,POINT (-93.7960023 42.2889306)
1949260,Buena Vista,Marathon,July 01 2015,235,POINT (-94.9828656 42.8601931)
1911530,Monona,Castana,April 01 2020,107,POINT (-95.9103984 42.0730934)
1955965,Buena Vista,Newell,July 01 2014,884,POINT (-95.0039777 42.609682)
1928605,Lee,Fort Madison,July 01 2011,11039,POINT (-91.3519128 40.6198735)
1954435,Benton,Mount Auburn,July 01 2014,147,POINT (-92.094317 42.2574343)
1937605,Wayne,Humeston,April 01 2020,465,POINT (-93.4972195 40.8609187)
1963570,Decatur,Pleasanton,July 01 2022,32,POINT (-93.7430081 40.5824833)
1965235,Buchanan,Quasqueton,July 01 2018,561,POINT (-91.7578731 42.3943539)
1943500,Cherokee,Larrabee,July 01 2023,116,POINT (-95.5447369 42.8615008)
1912945,Sioux,Chatsworth,July 01 2017,80,POINT (-96.5144511 42.9163167)
1982470,Allamakee,Waterville,July 01 2014,145,POINT (-91.2960274 43.2083217)
1957675,Warren,Norwalk (pt.),July 01 2019,11938,POINT (-93.6922661 41.4914536)
1943005,Buchanan,Lamont,July 01 2012,461,POINT (-91.6404271 42.5985649)
1902755,Crawford,Arion,July 01 2011,109,POINT (-95.4623218 41.9481606)
1969195,Floyd,Rudd,July 01 2016,353,POINT (-92.9045921 43.1275228)
1966315,Grundy,Reinbeck,July 01 2018,1637,POINT (-92.5942704 42.3225055)
1917490,Union,Cromwell,July 01 2016,105,POINT (-94.4617367 41.0403126)
1972345,Story,Sheldahl (pt.),July 01 2018,153,POINT (-93.6967164 41.8642901)
1931845,Dubuque,Graf,July 01 2014,81,POINT (-90.8732325 42.4938574)
1958980,Jones,Olin,July 01 2023,652,POINT (-91.1417344 41.9977327)
1928425,Winneshiek,Fort Atkinson,July 01 2023,301,POINT (-91.9347752 43.144115)
1946830,Monroe,Lovilia,July 01 2012,543,POINT (-92.9081459 41.1349356)
1982965,Henry,Wayland,July 01 2011,967,POINT (-91.659088 41.148462)
1981615,Dickinson,Wahpeton,July 01 2013,352,POINT (-95.1744377 43.3741639)
1917220,Howard,Cresco,July 01 2021,114,POINT (-92.1163502 43.3717573)
1956595,Warren,New Virginia,July 01 2011,489,POINT (-93.7310405 41.1816162)
1999990,Howard,Balance of Howard County,July 01 2012,3927,
1999990,Hancock,Balance of Hancock County,July 01 2017,3497,
1921675,Emmet,Dolliver,July 01 2014,65,POINT (-94.6143179 43.4638362)
1999990,Clarke,Balance of Clarke County,July 01 2014,3330,
1964605,Jackson,Preston,July 01 2024,940,POINT (-90.3973609 42.0490456)
1922215,Crawford,Dow City,April 01 2010,510,POINT (-95.4943457 41.9279982)
1929685,Clayton,Garber,July 01 2021,77,POINT (-91.2618173 42.744429)
1973335,Woodbury,Sioux City (pt.),July 01 2018,82390,POINT (-96.3901359 42.4958196)
1928740,Lee,Franklin,July 01 2014,143,POINT (-91.5118028 40.6669652)
1999990,Wayne,Balance of Wayne County,July 01 2016,2703,
1962850,Boone,Pilot Mound,July 01 2014,170,POINT (-94.0183302 42.1592616)
1909820,Clinton,Calamus,July 01 2023,350,POINT (-90.7600146 41.8264945)
1959565,Adair,Orient,July 01 2023,357,POINT (-94.4178978 41.2032884)
1903340,Crawford,Aspinwall,July 01 2015,40,POINT (-95.1349612 41.9105489)
1953895,Webster,Moorland,July 01 2011,168,POINT (-94.2954106 42.4413943)
1969375,Humboldt,Rutland,July 01 2014,125,POINT (-94.2951894 42.7614337)
1906490,Warren,Bevington (pt.),July 01 2015,5,POINT (-93.7902373 41.3595466)
1956550,Dubuque,New Vienna,July 01 2021,386,POINT (-91.1138852 42.5477204)
1980580,Cerro Gordo,Ventura,July 01 2019,713,POINT (-93.4621042 43.1283345)
1939450,Greene,Jefferson,July 01 2024,4148,POINT (-94.3797781 42.017241)
1999990,Adams,Balance of Adams County,July 01 2023,1775,
1999990,Scott,Balance of Scott County,July 01 2014,15528,
1908425,Adair,Bridgewater,July 01 2021,146,POINT (-94.6689384 41.2470992)
1956280,Scott,New Liberty,April 01 2010,137,POINT (-90.8779898 41.7159641)
1932790,Adair,Greenfield,July 01 2011,1948,POINT (-94.4591514 41.305599)
1972210,Franklin,Sheffield,July 01 2017,1119,POINT (-93.208697 42.8928802)
1907390,Polk,Bondurant,July 01 2015,5401,POINT (-93.4546681 41.6985333)
1983595,Johnson,West Branch (pt.),July 01 2018,101,POINT (-91.3406612 41.6627654)
1952995,Harrison,Modale,July 01 2011,281,POINT (-96.0120201 41.6181928)
1958575,Sac,Odebolt,July 01 2021,993,POINT (-95.2542336 42.3117964)
1964650,O'Brien,Primghar,July 01 2016,877,POINT (-95.6209034 43.0863786)
1914880,Montgomery,Coburg,July 01 2018,39,POINT (-95.2655524 40.9187888)
1999990,Washington,Balance of Washington County,July 01 2024,8446,
1999990,Audubon,Balance of Audubon County,April 01 2020,2339,
1981885,Linn,Walker,July 01 2012,797,POINT (-91.7808739 42.2873128)
1940170,Washington,Kalona,July 01 2011,2397,POINT (-91.7018231 41.4873802)
1969645,Sac,Sac City,July 01 2017,2093,POINT (-94.9979112 42.4216962)
1976890,Johnson,Swisher,July 01 2019,953,POINT (-91.6938947 41.8441956)
1980805,Poweshiek,Victor (pt.),July 01 2012,114,POINT (-92.2947426 41.7307354)
1999990,Sioux,Balance of Sioux County,July 01 2018,8443,
1956100,Chickasaw,New Hampton,July 01 2015,3447,POINT (-92.3163583 43.0571675)
1910585,Adams,Carbon,July 01 2018,31,POINT (-94.8240034 41.0496609)
1965505,Greene,Ralston (pt.),July 01 2016,2,POINT (-94.6293007 42.0417738)
1948675,Ringgold,Maloy,July 01 2016,28,POINT (-94.4119202 40.6731797)
1962040,Marion,Pella (pt.),July 01 2017,10248,POINT (-92.9177547 41.4051393)
1974505,Jackson,Springbrook,July 01 2021,146,POINT (-90.479117 42.1655919)
1972840,Johnson,Shueyville,July 01 2012,599,POINT (-91.6521789 41.8465835)
1953850,Monona,Moorhead,July 01 2011,225,POINT (-95.850715 41.9243406)
1906490,Warren,Bevington (pt.),April 01 2010,5,POINT (-93.7902373 41.3595466)
1924060,Delaware,Edgewood (pt.),July 01 2021,623,POINT (-91.401691 42.644231)
1999990,Palo Alto,Balance of Palo Alto County,July 01 2023,2362,
1914475,Wayne,Clio,July 01 2014,80,POINT (-93.4513925 40.6359742)
1975450,Muscatine,Stockton,July 01 2017,195,POINT (-90.8564268 41.5908278)
1923250,Wright,Eagle Grove,July 01 2024,3615,POINT (-93.9026088 42.6667195)
1978285,Cedar,Tipton,April 01 2020,3149,POINT (-91.1283723 41.7697904)
1999990,Poweshiek,Balance of Poweshiek County,July 01 2023,5207,
1938460,Chickasaw,Ionia,July 01 2019,275,POINT (-92.4584186 43.0360537)
1966000,Ringgold,Redding,July 01 2023,64,POINT (-94.3862876 40.6068297)
1934680,Warren,Hartford,July 01 2022,728,POINT (-93.4052141 41.4577051)
1973515,Boone,Slater (pt.),July 01 2021,0,POINT (-93.686299 41.8792234)
1983595,Johnson,West Branch (pt.),July 01 2022,100,POINT (-91.3406612 41.6627654)
1947820,Scott,McCausland,July 01 2023,314,POINT (-90.4460511 41.7434706)
1960465,Wapello,Ottumwa,April 01 2010,25023,POINT (-92.4186136 41.0195769)
1970320,Woodbury,Salix,July 01 2013,386,POINT (-96.3158764 42.3206398)
1952500,Van Buren,Milton,July 01 2013,418,POINT (-92.1621496 40.671185)
1957495,Chickasaw,North Washington,April 01 2020,112,POINT (-92.4153905 43.117289)
1910225,Story,Cambridge,July 01 2018,806,POINT (-93.5359151 41.9000672)
1961815,Greene,Paton,July 01 2023,218,POINT (-94.2550567 42.1642219)
1919945,Crawford,Denison,July 01 2021,8238,POINT (-95.3528292 42.0159708)
1928515,Webster,Fort Dodge,July 01 2022,24705,POINT (-94.175105 42.5097987)
1905140,Grundy,Beaman,July 01 2018,187,POINT (-92.822187 42.2202167)
1999990,Buena Vista,Balance of Buena Vista County,April 01 2010,4156,
1965280,Cherokee,Quimby,July 01 2015,299,POINT (-95.6439386 42.629181)
1907660,Dallas,Bouton,July 01 2019,122,POINT (-94.0105732 41.8511411)
1942465,Calhoun,Lake City,July 01 2021,1712,POINT (-94.7310464 42.2676372)
1906940,Monona,Blencoe,July 01 2022,224,POINT (-96.0821104 41.9303416)
1900775,Plymouth,Akron,July 01 2017,1483,POINT (-96.5570105 42.8266985)
1904240,Guthrie,Bagley,July 01 2018,288,POINT (-94.4303047 41.8463643)
1945660,Marshall,Liscomb,July 01 2012,304,POINT (-93.0061716 42.1910286)
1999990,Benton,Balance of Benton County,July 01 2023,8718,
1931575,Hancock,Goodell,July 01 2024,139,POINT (-93.614062 42.9237297)
1981705,Muscatine,Walcott (pt.),April 01 2010,0,POINT (-90.771914 41.5865454)
1961365,Scott,Panorama Park,July 01 2015,141,POINT (-90.4536976 41.5556125)
1971895,Page,Shambaugh,July 01 2012,187,POINT (-95.0352465 40.6574753)
1985215,Monona,Whiting,July 01 2023,730,POINT (-96.1507766 42.1271884)
1909100,Hardin,Buckeye,July 01 2024,82,POINT (-93.3758285 42.419473)
1982650,Fayette,Waucoma,July 01 2012,258,POINT (-92.0341066 43.0554679)
1944265,Webster,Lehigh,July 01 2012,408,POINT (-94.0534845 42.3574683)
1913080,Cherokee,Cherokee,July 01 2018,4900,POINT (-95.5525761 42.7508555)
1982065,Pottawattamie,Walnut,July 01 2012,780,POINT (-95.2204992 41.4884727)
1922980,Muscatine,Durant (pt.),April 01 2010,3,POINT (-90.9119451 41.6014845)
1926400,Linn,Fairfax,July 01 2018,2767,POINT (-91.7758659 41.9227519)
1984900,Keokuk,What Cheer,July 01 2016,621,POINT (-92.3546256 41.3997555)
1905050,Mahaska,Beacon,July 01 2022,431,POINT (-92.681397 41.2746235)
1912225,Jones,Center Junction,July 01 2014,249,
1951150,Cherokee,Meriden,April 01 2020,161,POINT (-95.6340769 42.7945167)
1932610,Delaware,Greeley,July 01 2019,242,POINT (-91.341545 42.5850578)
1976935,Mills,Tabor (pt.),July 01 2017,84,POINT (-95.6737118 40.8949387)
1953265,Jackson,Monmouth,July 01 2012,154,POINT (-90.8821601 42.0751031)
1919000,Scott,Davenport,July 01 2022,100469,POINT (-90.6051955 41.5557666)
1999990,Floyd,Balance of Floyd County,July 01 2011,5215,
1944310,Mahaska,Leighton,July 01 2016,159,POINT (-92.7864171 41.3387995)
1986250,Polk,Windsor Heights,July 01 2015,5054,POINT (-93.7128163 41.6041919)
1930675,Black Hawk,Gilbertville,July 01 2012,743,POINT (-92.2141932 42.4189896)
1945030,Carroll,Lidderdale,July 01 2015,175,POINT (-94.78367 42.1224953)
1949485,Linn,Marion,July 01 2024,42542,POINT (-91.585326 42.0443653)
1937155,Delaware,Hopkinton,July 01 2023,623,POINT (-91.248661 42.3431218)
1957360,Johnson,North Liberty,July 01 2021,20832,POINT (-91.610653 41.7439981)
1912270,Linn,Center Point,July 01 2019,2555,POINT (-91.7794373 42.1843009)
1952230,Iowa,Millersburg,July 01 2013,146,POINT (-92.1591639 41.5731722)
1971355,Poweshiek,Searsboro,July 01 2016,144,POINT (-92.7042765 41.5792084)
1973065,Fremont,Sidney,April 01 2010,1138,POINT (-95.6442994 40.7459494)
1999990,Washington,Balance of Washington County,July 01 2011,8032,
1999990,Dickinson,Balance of Dickinson County,July 01 2016,4123,
1923115,Dubuque,Dyersville (pt.),July 01 2015,3939,POINT (-91.1174613 42.4817273)
1922350,Davis,Drakesville,July 01 2016,185,POINT (-92.481392 40.7984046)
1931980,Greene,Grand Junction,July 01 2018,784,POINT (-94.2370224 42.032965)
1948540,Poweshiek,Malcom,July 01 2024,257,POINT (-92.5574629 41.7075959)
1904555,Mahaska,Barnes City (pt.),April 01 2020,139,POINT (-92.4696188 41.5070595)
1962355,Dallas,Perry,July 01 2016,7689,POINT (-94.09406 41.8379964)
1921225,Dallas,Dexter,July 01 2023,632,POINT (-94.2276214 41.5153845)
1965730,Appanoose,Rathbun,July 01 2023,44,POINT (-92.8871405 40.8016943)
1970050,Fayette,St. Lucas,July 01 2016,136,POINT (-91.9341797 43.0666937)
1963075,Harrison,Pisgah,July 01 2023,248,POINT (-95.9263861 41.8304354)
1921225,Dallas,Dexter,July 01 2022,637,POINT (-94.2276214 41.5153845)
1916860,Pottawattamie,Council Bluffs,July 01 2012,62143,POINT (-95.8520558 41.2368193)
1955515,Sac,Nemaha,July 01 2015,82,POINT (-95.0888605 42.5149523)
1999990,Clay,Balance of Clay County,July 01 2012,3259,
1906985,Taylor,Blockton,July 01 2016,191,POINT (-94.4779281 40.6168175)
1903520,Cass,Atlantic,April 01 2020,6792,POINT (-95.0138852 41.3956577)
1931665,Clinton,Goose Lake,July 01 2019,220,POINT (-90.3817617 41.9678833)
1986070,Cedar,Wilton (pt.),July 01 2011,5,POINT (-91.0269994 41.5898612)
1944265,Webster,Lehigh,July 01 2018,397,POINT (-94.0534845 42.3574683)
1985710,Carroll,Willey,July 01 2023,72,POINT (-94.8223651 41.9787458)
1939765,Polk,Johnston,July 01 2014,19492,POINT (-93.7172578 41.6856012)
