county,date,alcohol_type,sum_sale_dollars,avg_sale_dollars
benton,2024,TEQUILA,84674.64,103.13598051157125
benton,2024,VODKA,380433.08,95.61022367429003
benton,2024,WHISKEY,774770.91,105.54024111156518
black hawk,2022,BRANDY,1828589.95,172.3134140595552
black hawk,2022,COCKTAILS,363710.5,89.76073543928923
black hawk,2022,GIN,476926.07,120.98581177067479
black hawk,2022,LIQUEUR,1466781.4,137.40340983606558
black hawk,2022,RUM,1898278.11,180.80561101057245
black hawk,2022,SCHNAPPS,789101.21,114.7116165140282
black hawk,2022,SCOTCH,160190.55,143.5399193548387
black hawk,2022,TEQUILA,2657654.49,229.54348678528245
black hawk,2022,VODKA,4452342.7,134.0057998495109
black hawk,2022,WHISKEY,7050865.33,178.86517833587013
black hawk,2023,BRANDY,1594923.54,155.63266393442623
black hawk,2023,COCKTAILS,382353.58999999997,87.49510068649884
black hawk,2023,GIN,483513.71,109.2192703862661
black hawk,2023,LIQUEUR,1394293.96,130.17402296704321
black hawk,2023,RUM,1892040.25,174.34945171396978
black hawk,2023,SCHNAPPS,779586.17,116.87948575712144
black hawk,2023,SCOTCH,158424.43,161.49279306829766
black hawk,2023,TEQUILA,2926435.18,208.1094566917935
black hawk,2023,VODKA,4648673.45,132.19603156547703
black hawk,2023,WHISKEY,7213278.32,174.46555375498852
black hawk,2024,BRANDY,1438380.04,145.5408317312557
black hawk,2024,COCKTAILS,369520.38,87.06889255419416
black hawk,2024,GIN,471888.79,113.9827995169082
black hawk,2024,LIQUEUR,1304486.14,133.53323165114136
black hawk,2024,RUM,1886690.81,187.39479638458482
black hawk,2024,SCHNAPPS,761799.92,126.06320039715374
black hawk,2024,SCOTCH,164316.5,153.71047708138448
black hawk,2024,TEQUILA,3159831.6,209.63521528561003
black hawk,2024,VODKA,4631444.15,136.94799225287562
black hawk,2024,WHISKEY,7223796.63,176.80682942947354
boone,2022,BRANDY,40183.39,104.64424479166667
boone,2022,COCKTAILS,53818.26,89.6971
boone,2022,GIN,37650.67,114.78862804878048
boone,2022,LIQUEUR,130082.59,102.507951142632
boone,2022,RUM,223531.37,126.93433844406587
boone,2022,SCHNAPPS,99161.61,98.08270029673591
boone,2022,SCOTCH,20542.32,156.8116030534351
boone,2022,TEQUILA,116694.72,162.076
boone,2022,VODKA,514673.56,125.80629674896113
boone,2022,WHISKEY,1024070.99,162.93890055688146
boone,2023,BRANDY,31145.03,84.40387533875338
boone,2023,COCKTAILS,50073.659999999996,79.10530805687203
boone,2023,GIN,33024.96,99.17405405405405
boone,2023,LIQUEUR,132632.88,97.3809691629956
boone,2023,RUM,241372.29,127.30606012658228
boone,2023,SCHNAPPS,106351.48,95.63982014388489
boone,2023,SCOTCH,11648.99,133.8964367816092
boone,2023,TEQUILA,136728.88,161.80932544378697
boone,2023,VODKA,534490.05,119.89458277254376
boone,2023,WHISKEY,1139015.27,154.96806394557822
boone,2024,BRANDY,25905.04,89.02075601374571
boone,2024,COCKTAILS,48946.87,76.59917057902973
boone,2024,GIN,37732.76,105.6940056022409
boone,2024,LIQUEUR,135581.88,123.14430517711172
boone,2024,RUM,212733.03,131.88656540607565
boone,2024,SCHNAPPS,117928.65000000001,109.29439295644116
boone,2024,SCOTCH,10662.48,138.47376623376624
boone,2024,TEQUILA,134300.14,163.38216545012168
boone,2024,VODKA,528686.28,123.6982405240992
boone,2024,WHISKEY,1175173.05,164.8671506734007
bremer,2022,BRANDY,43993.9,80.87113970588236
bremer,2022,COCKTAILS,50036.26,75.69782148260212
bremer,2022,GIN,45032.79,78.45433797909408
bremer,2022,LIQUEUR,118206.25,78.96209084836339
bremer,2022,RUM,293827.61,171.5280852305896
bremer,2022,SCHNAPPS,78695.52,72.66437673130194
bremer,2022,SCOTCH,17750.7,78.19691629955948
bremer,2022,TEQUILA,118539.39,147.6206600249066
bremer,2022,VODKA,524422.05,131.93007547169813
bremer,2022,WHISKEY,997814.05,148.15353377876764
bremer,2023,BRANDY,32176.49,59.918975791433894
bremer,2023,COCKTAILS,48970.479999999996,75.22347158218125
bremer,2023,GIN,46360.8,80.76794425087108
bremer,2023,LIQUEUR,115855.24,86.45913432835822
bremer,2023,RUM,285568.38,176.9320817843866
bremer,2023,SCHNAPPS,74376.58,74.45103103103104
bremer,2023,SCOTCH,19120.1,82.77099567099566
bremer,2023,TEQUILA,123872.8,150.1488484848485
bremer,2023,VODKA,530866.56,131.76137006701416
bremer,2023,WHISKEY,1069816.21,146.38973864258347
bremer,2024,BRANDY,32725.03,71.92314285714285
bremer,2024,COCKTAILS,48522.46,79.15572593800978
bremer,2024,GIN,46954.27,94.47539235412474
bremer,2024,LIQUEUR,111013.46,91.59526402640265
bremer,2024,RUM,270686.95,179.38167660702453
bremer,2024,SCHNAPPS,76314.19,85.17208705357143
bremer,2024,SCOTCH,22845.29,106.75369158878505
bremer,2024,TEQUILA,120090.98,146.45241463414635
bremer,2024,VODKA,508159.53,130.1304814340589
bremer,2024,WHISKEY,1097427.21,153.80899929922916
buchanan,2022,BRANDY,21043.26,74.88704626334518
buchanan,2022,COCKTAILS,30577.98,86.86926136363637
buchanan,2022,GIN,17931.41,85.38766666666666
buchanan,2022,LIQUEUR,64987.8,75.21736111111112
buchanan,2022,RUM,135946.33000000002,110.43568643379368
buchanan,2022,SCHNAPPS,46774.07,63.2937347767253
buchanan,2022,SCOTCH,1077.92,53.896
buchanan,2022,TEQUILA,52125.95,111.8582618025751
buchanan,2022,VODKA,301809.48,99.50856577645895
buchanan,2022,WHISKEY,655923.51,144.8274475601678
buchanan,2023,BRANDY,25510.02,85.0334
buchanan,2023,COCKTAILS,29701.559999999998,86.84666666666666
buchanan,2023,GIN,19994.32,80.62225806451613
buchanan,2023,LIQUEUR,61174.07,67.97118888888889
buchanan,2023,RUM,137880.37,120.1048519163763
buchanan,2023,SCHNAPPS,55030.450000000004,62.04109357384442
buchanan,2023,SCOTCH,3698.84,105.68114285714286
buchanan,2023,TEQUILA,48335.79,95.5252766798419
buchanan,2023,VODKA,321455.55,98.97030480295567
buchanan,2023,WHISKEY,706218.64,142.84357605177993
buchanan,2024,BRANDY,23824.78,62.043697916666666
buchanan,2024,COCKTAILS,44708.25,78.29816112084063
buchanan,2024,GIN,19196.89,52.30760217983651
buchanan,2024,LIQUEUR,74052.62,65.01546971027217
buchanan,2024,RUM,193024.52,140.68842565597666
buchanan,2024,SCHNAPPS,63833.19,60.85146806482364
buchanan,2024,SCOTCH,2340.96,66.88457142857143
buchanan,2024,TEQUILA,80625.2,87.73144722524482
buchanan,2024,VODKA,338225.14,90.12127364774847
buchanan,2024,WHISKEY,778225.22,132.26125424881033
buena vista,2022,BRANDY,179448.33,181.07803229061554
buena vista,2022,COCKTAILS,58759.65,73.91150943396227
buena vista,2022,GIN,43401.96,85.26907662082515
buena vista,2022,LIQUEUR,117769.85,91.22374128582494
buena vista,2022,RUM,259517.4,172.89633577614924
buena vista,2022,SCHNAPPS,38898.25,49.48886768447837
buena vista,2022,SCOTCH,13603.66,123.66963636363636
buena vista,2022,TEQUILA,231712.25,162.71927668539325
buena vista,2022,VODKA,375905.65,108.89503186558518
buena vista,2022,WHISKEY,885901.93,163.75266728280963
buena vista,2023,BRANDY,184958.37,192.86587069864441
buena vista,2023,COCKTAILS,66256.89,84.40368152866242
buena vista,2023,GIN,44939.81,91.71389795918367
buena vista,2023,LIQUEUR,114764.34,92.2542926045016
buena vista,2023,RUM,282084.74,192.15581743869208
buena vista,2023,SCHNAPPS,48214.21,58.44146666666666
buena vista,2023,SCOTCH,14668.86,129.8129203539823
buena vista,2023,TEQUILA,271666.36,170.7519547454431
buena vista,2023,VODKA,419431.83,122.64088596491229
buena vista,2023,WHISKEY,914262.65,161.2171839181802
buena vista,2024,BRANDY,202688.97,229.28616515837103
buena vista,2024,COCKTAILS,74488.4,103.16952908587257
buena vista,2024,GIN,43702.2,104.05285714285714
buena vista,2024,LIQUEUR,104466.44,99.39718363463369
buena vista,2024,RUM,238476.44,164.3531633356306
buena vista,2024,SCHNAPPS,44418.090000000004,67.7105030487805
buena vista,2024,SCOTCH,11399.87,107.54594339622642
buena vista,2024,TEQUILA,291015.45,186.6680243745991
buena vista,2024,VODKA,413259.69,132.53999037844773
buena vista,2024,WHISKEY,948668.23,177.7530878770845
butler,2022,BRANDY,6845.88,72.0618947368421
butler,2022,COCKTAILS,4842.2699999999995,53.21175824175824
butler,2022,GIN,5152.3,85.87166666666667
butler,2022,LIQUEUR,19058.46,63.317142857142855
butler,2022,RUM,65850.6,100.53526717557253
butler,2022,SCHNAPPS,17030.43,43.89286082474227
butler,2022,SCOTCH,125.91,125.91
butler,2022,TEQUILA,15126.74,91.67721212121212
butler,2022,VODKA,122894.97,80.00974609375
butler,2022,WHISKEY,217569.57,104.90336065573771
butler,2023,BRANDY,6803.01,81.96397590361445
butler,2023,COCKTAILS,4699.889999999999,57.31573170731706
butler,2023,GIN,3712.15,95.18333333333334
butler,2023,LIQUEUR,19480.670000000002,67.87689895470383
butler,2023,RUM,59546.31,106.33269642857142
butler,2023,SCHNAPPS,19986.440000000002,55.828044692737436
butler,2023,SCOTCH,125.91,125.91
butler,2023,TEQUILA,16024.72,104.73673202614378
butler,2023,VODKA,129624.03,85.8437284768212
butler,2023,WHISKEY,216725.29,101.46315074906367
butler,2024,BRANDY,6270.18,82.50236842105264
butler,2024,COCKTAILS,4379.32,59.17999999999999
butler,2024,GIN,2875.58,87.13878787878788
butler,2024,LIQUEUR,16537.24,68.90516666666667
butler,2024,RUM,61517.19,125.80202453987731
butler,2024,SCHNAPPS,19206.37,63.17884868421052
butler,2024,SCOTCH,63.78,63.78
butler,2024,TEQUILA,25093.79,106.78208510638298
butler,2024,VODKA,124778.36,82.85415670650731
butler,2024,WHISKEY,251813.44,108.12084156290254
calhoun,2022,BRANDY,4025.65,44.237912087912086
calhoun,2022,COCKTAILS,6657.59,89.96743243243243
calhoun,2022,GIN,6375.92,70.06505494505494
calhoun,2022,LIQUEUR,23087.52,85.50933333333333
calhoun,2022,RUM,57020.37,130.48139588100688
calhoun,2022,SCHNAPPS,10830.3,49.45342465753424
calhoun,2022,SCOTCH,1390.98,126.45272727272727
calhoun,2022,TEQUILA,19303.78,128.69186666666667
calhoun,2022,VODKA,118911.29,108.00298819255222
calhoun,2022,WHISKEY,245605.6,144.81462264150943
calhoun,2023,BRANDY,4163.72,68.25770491803279
calhoun,2023,COCKTAILS,6871.09,82.78421686746988
calhoun,2023,GIN,5150.62,105.11469387755102
calhoun,2023,LIQUEUR,24231.06,95.77494071146245
calhoun,2023,RUM,69649.0,164.65484633569739
calhoun,2023,SCHNAPPS,12456.710000000001,60.46946601941748
calhoun,2023,SCOTCH,1243.05,138.11666666666667
calhoun,2023,TEQUILA,20938.62,175.9547899159664
calhoun,2023,VODKA,118344.06,112.4943536121673
calhoun,2023,WHISKEY,260634.84,155.32469606674613
calhoun,2024,BRANDY,4265.14,77.548
calhoun,2024,COCKTAILS,5205.14,74.35914285714286
calhoun,2024,GIN,6037.28,137.2109090909091
calhoun,2024,LIQUEUR,20498.64,104.05401015228426
calhoun,2024,RUM,47835.86,152.8302236421725
calhoun,2024,SCHNAPPS,9025.95,71.07047244094488
calhoun,2024,SCOTCH,775.17,129.195
calhoun,2024,TEQUILA,10417.44,165.35619047619048
calhoun,2024,VODKA,104019.08,109.49376842105264
calhoun,2024,WHISKEY,279449.82,170.1886845310597
carroll,2022,BRANDY,48613.82,108.03071111111112
carroll,2022,COCKTAILS,66076.56999999999,82.90661229611041
carroll,2022,GIN,39405.78,91.64134883720929
carroll,2022,LIQUEUR,145372.63,100.81319694868239
carroll,2022,RUM,530838.72,233.4383113456464
carroll,2022,SCHNAPPS,80061.68000000001,69.01868965517242
carroll,2022,SCOTCH,17738.03,179.17202020202018
carroll,2022,TEQUILA,121734.84,136.16872483221476
carroll,2022,VODKA,567247.63,130.07283421233663
carroll,2022,WHISKEY,1492472.22,212.81508912020533
carroll,2023,BRANDY,45288.07,94.74491631799164
carroll,2023,COCKTAILS,63827.57,76.44020359281437
carroll,2023,GIN,37278.01,78.64559071729958
carroll,2023,LIQUEUR,164824.76,102.31207945375543
carroll,2023,RUM,482020.96,216.8335402609087
carroll,2023,SCHNAPPS,81351.02,78.75219748305905
carroll,2023,SCOTCH,14095.55,130.51435185185184
carroll,2023,TEQUILA,126945.67,116.67800551470589
carroll,2023,VODKA,536252.21,114.33949040511726
carroll,2023,WHISKEY,1450297.74,192.09241589403973
carroll,2024,BRANDY,35892.72,77.52207343412528
carroll,2024,COCKTAILS,53836.32,63.18816901408451
carroll,2024,GIN,39231.14,76.92380392156862
carroll,2024,LIQUEUR,164446.74,96.11147866744594
carroll,2024,RUM,483996.65,219.99847727272729
carroll,2024,SCHNAPPS,88056.87,76.30577989601386
carroll,2024,SCOTCH,21616.23,168.876796875
carroll,2024,TEQUILA,142775.09,132.93770018621973
carroll,2024,VODKA,612588.54,128.39835254663592
carroll,2024,WHISKEY,1575310.26,189.4996102490076
cass,2022,BRANDY,25677.8,101.09370078740157
cass,2022,COCKTAILS,29905.079999999998,87.44175438596491
cass,2022,GIN,22624.9,95.46371308016879
cass,2022,LIQUEUR,110180.23,119.37186348862404
cass,2022,RUM,173994.33000000002,137.11137115839244
cass,2022,SCHNAPPS,40335.07,70.14794782608696
cass,2022,SCOTCH,10137.18,241.36142857142858
cass,2022,TEQUILA,92791.16,177.42095602294455
cass,2022,VODKA,290618.56,113.56723720203205
cass,2022,WHISKEY,697261.81,157.75154072398192
cass,2023,BRANDY,29191.71,125.28630901287553
cass,2023,COCKTAILS,30533.89,85.76935393258427
cass,2023,GIN,22626.23,117.84494791666667
cass,2023,LIQUEUR,112583.44,129.25768082663606
cass,2023,RUM,174058.64,154.17062887511074
cass,2023,SCHNAPPS,46420.76,89.78870406189556
cass,2023,SCOTCH,5417.43,146.41702702702705
cass,2023,TEQUILA,95060.29,179.69809073724005
cass,2023,VODKA,398216.95,152.69054831288344
cass,2023,WHISKEY,762507.83,181.2043322243346
cass,2024,BRANDY,25768.48,104.32582995951417
cass,2024,COCKTAILS,42868.299999999996,83.07810077519379
cass,2024,GIN,20509.72,96.74396226415095
cass,2024,LIQUEUR,99168.77,116.532044653349
cass,2024,RUM,166949.26,155.88166199813259
cass,2024,SCHNAPPS,54138.270000000004,88.75126229508197
cass,2024,SCOTCH,5125.74,138.5335135135135
cass,2024,TEQUILA,99945.31999999999,166.29836938435938
cass,2024,VODKA,384385.15,129.0749328408328
cass,2024,WHISKEY,743147.08,165.47474504564684
cedar,2022,BRANDY,18001.49,84.11911214953271
cedar,2022,COCKTAILS,15676.789999999999,60.76275193798449
cedar,2022,GIN,19429.579999999998,79.95711934156378
cedar,2022,LIQUEUR,54060.05,87.05322061191627
cedar,2022,RUM,114281.44,99.03071057192375
cedar,2022,SCHNAPPS,36390.04,57.488214849921015
cedar,2022,SCOTCH,2111.91,211.19099999999997
cedar,2022,TEQUILA,40077.14,121.44587878787878
cedar,2022,VODKA,235650.63,88.95833522083805
cedar,2022,WHISKEY,481710.99,132.30183740730567
cedar,2023,BRANDY,17233.68,96.27754189944135
cedar,2023,COCKTAILS,16622.82,65.44417322834646
cedar,2023,GIN,17480.28,82.45415094339621
cedar,2023,LIQUEUR,45348.05,84.92144194756555
cedar,2023,RUM,106982.79,111.55661105318039
cedar,2023,SCHNAPPS,37490.43,62.90340604026846
cedar,2023,SCOTCH,4339.7,173.588
cedar,2023,TEQUILA,49534.86,125.72299492385787
cedar,2023,VODKA,252395.72,96.40783804430863
cedar,2023,WHISKEY,527643.08,142.87654481451392
cedar,2024,BRANDY,12040.92,61.74830769230769
cedar,2024,COCKTAILS,16899.68,70.12315352697095
cedar,2024,GIN,17035.97,78.87023148148148
cedar,2024,LIQUEUR,40481.23,80.63990039840638
cedar,2024,RUM,114005.33,118.14023834196891
cedar,2024,SCHNAPPS,40468.16,68.35837837837839
cedar,2024,SCOTCH,6039.73,301.9865
cedar,2024,TEQUILA,41634.82,103.05648514851485
cedar,2024,VODKA,251046.72,98.25703326810176
cedar,2024,WHISKEY,501895.19,135.90446520444084
cerro gordo,2022,BRANDY,259050.13999999998,137.28147323794383
cerro gordo,2022,COCKTAILS,198192.22,94.15307363420428
cerro gordo,2022,GIN,157359.56,109.27747222222222
cerro gordo,2022,LIQUEUR,477586.72,117.19919509202454
cerro gordo,2022,RUM,899956.39,211.4559187030075
cerro gordo,2022,SCHNAPPS,292010.81,97.85885053619303
cerro gordo,2022,SCOTCH,86458.02,187.54451193058568
cerro gordo,2022,TEQUILA,692575.6,237.9167296461697
cerro gordo,2022,VODKA,1942611.3699999999,182.14827660571964
cerro gordo,2022,WHISKEY,3142568.65,203.34985440662612
cerro gordo,2023,BRANDY,200954.53,116.29313078703704
cerro gordo,2023,COCKTAILS,205224.79,92.69412375790425
cerro gordo,2023,GIN,169492.19,117.70290972222223
cerro gordo,2023,LIQUEUR,509942.57,119.62058878723903
cerro gordo,2023,RUM,919192.17,216.4842604804522
cerro gordo,2023,SCHNAPPS,305704.61,100.13252866033409
cerro gordo,2023,SCOTCH,78131.55,179.61275862068968
cerro gordo,2023,TEQUILA,759866.24,238.57652747252746
cerro gordo,2023,VODKA,2069825.77,181.45224598930483
cerro gordo,2023,WHISKEY,3319830.48,199.47308057441566
cerro gordo,2024,BRANDY,173687.74,113.66998691099475
cerro gordo,2024,COCKTAILS,227253.33,102.36636486486486
cerro gordo,2024,GIN,163134.52,114.00036338225017
cerro gordo,2024,LIQUEUR,473701.04,122.62517214600051
cerro gordo,2024,RUM,848693.16,224.75984110169492
cerro gordo,2024,SCHNAPPS,313415.05,110.08607305936073
cerro gordo,2024,SCOTCH,75325.07,183.71968292682928
cerro gordo,2024,TEQUILA,749630.02,237.82678299492386
cerro gordo,2024,VODKA,2042122.7,196.79316758215285
cerro gordo,2024,WHISKEY,3331401.31,201.19587570962676
cherokee,2022,BRANDY,20185.3,97.5135265700483
cherokee,2022,COCKTAILS,17474.2,66.69541984732825
cherokee,2022,GIN,15086.89,76.58319796954315
cherokee,2022,LIQUEUR,58657.2,90.66027820710973
cherokee,2022,RUM,98811.13,122.29100247524752
cherokee,2022,SCHNAPPS,32285.48,57.96315978456014
cherokee,2022,SCOTCH,2752.29,67.1290243902439
cherokee,2022,TEQUILA,36444.67,120.27943894389438
cherokee,2022,VODKA,184441.75,88.20743663318986
cherokee,2022,WHISKEY,411285.79,123.36106478704258
cherokee,2023,BRANDY,15364.8,88.30344827586207
